location,recommended_foundation,suitability_score,building_height,area,3d_model_path,model_details
Loc250,Standard Foundation,56,27,3359,models/3D_Model_250.obj,"{""vertices"": 366, ""faces"": 1102}"
Loc251,Standard Foundation,99,19,3569,models/3D_Model_251.obj,"{""vertices"": 714, ""faces"": 997}"
Loc252,Standard Foundation,85,37,2532,models/3D_Model_252.obj,"{""vertices"": 611, ""faces"": 633}"
Loc253,Standard Foundation,54,9,4118,models/3D_Model_253.obj,"{""vertices"": 356, ""faces"": 1909}"
Loc254,Standard Foundation,51,18,4459,models/3D_Model_254.obj,"{""vertices"": 514, ""faces"": 777}"
Loc255,Shallow Foundation,97,19,1532,models/3D_Model_255.obj,"{""vertices"": 700, ""faces"": 1016}"
Loc256,Shallow Foundation,79,31,715,models/3D_Model_256.obj,"{""vertices"": 520, ""faces"": 956}"
Loc257,Deep Foundation,72,39,2738,models/3D_Model_257.obj,"{""vertices"": 307, ""faces"": 1090}"
Loc258,Deep Foundation,95,25,2453,models/3D_Model_258.obj,"{""vertices"": 590, ""faces"": 743}"
Loc259,Standard Foundation,84,27,4620,models/3D_Model_259.obj,"{""vertices"": 937, ""faces"": 1094}"
Loc260,Shallow Foundation,68,16,2530,models/3D_Model_260.obj,"{""vertices"": 530, ""faces"": 1589}"
Loc261,Standard Foundation,71,42,1045,models/3D_Model_261.obj,"{""vertices"": 865, ""faces"": 1594}"
Loc262,Shallow Foundation,81,11,1829,models/3D_Model_262.obj,"{""vertices"": 767, ""faces"": 1045}"
Loc263,Deep Foundation,51,35,4650,models/3D_Model_263.obj,"{""vertices"": 805, ""faces"": 775}"
Loc264,Shallow Foundation,53,9,882,models/3D_Model_264.obj,"{""vertices"": 570, ""faces"": 1628}"
Loc265,Deep Foundation,87,42,3903,models/3D_Model_265.obj,"{""vertices"": 958, ""faces"": 830}"
Loc266,Deep Foundation,70,31,2684,models/3D_Model_266.obj,"{""vertices"": 880, ""faces"": 1856}"
Loc267,Deep Foundation,92,47,3018,models/3D_Model_267.obj,"{""vertices"": 718, ""faces"": 1300}"
Loc268,Standard Foundation,64,46,2612,models/3D_Model_268.obj,"{""vertices"": 354, ""faces"": 1624}"
Loc269,Shallow Foundation,74,5,3382,models/3D_Model_269.obj,"{""vertices"": 803, ""faces"": 828}"
Loc270,Shallow Foundation,81,46,2128,models/3D_Model_270.obj,"{""vertices"": 552, ""faces"": 1790}"
Loc271,Deep Foundation,58,9,3368,models/3D_Model_271.obj,"{""vertices"": 457, ""faces"": 1076}"
Loc272,Shallow Foundation,80,25,3866,models/3D_Model_272.obj,"{""vertices"": 836, ""faces"": 734}"
Loc273,Shallow Foundation,56,7,1317,models/3D_Model_273.obj,"{""vertices"": 513, ""faces"": 826}"
Loc274,Shallow Foundation,56,42,2780,models/3D_Model_274.obj,"{""vertices"": 782, ""faces"": 1821}"
Loc275,Deep Foundation,92,14,1722,models/3D_Model_275.obj,"{""vertices"": 956, ""faces"": 879}"
Loc276,Deep Foundation,85,15,3161,models/3D_Model_276.obj,"{""vertices"": 393, ""faces"": 1545}"
Loc277,Standard Foundation,68,27,2506,models/3D_Model_277.obj,"{""vertices"": 876, ""faces"": 790}"
Loc278,Deep Foundation,68,31,2835,models/3D_Model_278.obj,"{""vertices"": 712, ""faces"": 517}"
Loc279,Shallow Foundation,68,15,2827,models/3D_Model_279.obj,"{""vertices"": 736, ""faces"": 727}"
Loc280,Standard Foundation,53,18,4151,models/3D_Model_280.obj,"{""vertices"": 952, ""faces"": 583}"
Loc281,Standard Foundation,83,12,3573,models/3D_Model_281.obj,"{""vertices"": 858, ""faces"": 1016}"
Loc282,Shallow Foundation,96,35,3843,models/3D_Model_282.obj,"{""vertices"": 587, ""faces"": 849}"
Loc283,Deep Foundation,71,21,3270,models/3D_Model_283.obj,"{""vertices"": 827, ""faces"": 728}"
Loc284,Shallow Foundation,59,17,842,models/3D_Model_284.obj,"{""vertices"": 607, ""faces"": 1985}"
Loc285,Shallow Foundation,69,48,4206,models/3D_Model_285.obj,"{""vertices"": 965, ""faces"": 1040}"
Loc286,Standard Foundation,90,33,3851,models/3D_Model_286.obj,"{""vertices"": 479, ""faces"": 1688}"
Loc287,Deep Foundation,79,27,1641,models/3D_Model_287.obj,"{""vertices"": 310, ""faces"": 1065}"
Loc288,Shallow Foundation,83,11,1986,models/3D_Model_288.obj,"{""vertices"": 893, ""faces"": 730}"
Loc289,Shallow Foundation,59,46,510,models/3D_Model_289.obj,"{""vertices"": 440, ""faces"": 544}"
Loc290,Shallow Foundation,93,17,1195,models/3D_Model_290.obj,"{""vertices"": 692, ""faces"": 666}"
Loc291,Standard Foundation,76,40,4399,models/3D_Model_291.obj,"{""vertices"": 392, ""faces"": 1541}"
Loc292,Shallow Foundation,55,43,1626,models/3D_Model_292.obj,"{""vertices"": 646, ""faces"": 959}"
Loc293,Deep Foundation,79,5,4875,models/3D_Model_293.obj,"{""vertices"": 968, ""faces"": 541}"
Loc294,Deep Foundation,58,46,3810,models/3D_Model_294.obj,"{""vertices"": 475, ""faces"": 1781}"
Loc295,Deep Foundation,58,10,596,models/3D_Model_295.obj,"{""vertices"": 596, ""faces"": 1663}"
Loc296,Standard Foundation,93,14,878,models/3D_Model_296.obj,"{""vertices"": 556, ""faces"": 1975}"
Loc297,Standard Foundation,51,45,4426,models/3D_Model_297.obj,"{""vertices"": 541, ""faces"": 1751}"
Loc298,Standard Foundation,85,8,1713,models/3D_Model_298.obj,"{""vertices"": 319, ""faces"": 1726}"
Loc299,Shallow Foundation,59,28,1111,models/3D_Model_299.obj,"{""vertices"": 341, ""faces"": 622}"
Loc300,Shallow Foundation,54,30,4307,models/3D_Model_300.obj,"{""vertices"": 515, ""faces"": 1955}"
Loc301,Deep Foundation,88,8,2909,models/3D_Model_301.obj,"{""vertices"": 862, ""faces"": 1337}"
Loc302,Deep Foundation,53,30,2971,models/3D_Model_302.obj,"{""vertices"": 411, ""faces"": 1853}"
Loc303,Standard Foundation,68,50,3034,models/3D_Model_303.obj,"{""vertices"": 976, ""faces"": 764}"
Loc304,Deep Foundation,59,5,3590,models/3D_Model_304.obj,"{""vertices"": 376, ""faces"": 876}"
Loc305,Standard Foundation,72,48,2107,models/3D_Model_305.obj,"{""vertices"": 916, ""faces"": 1164}"
Loc306,Standard Foundation,50,34,734,models/3D_Model_306.obj,"{""vertices"": 310, ""faces"": 534}"
Loc307,Deep Foundation,73,12,1235,models/3D_Model_307.obj,"{""vertices"": 545, ""faces"": 1891}"
Loc308,Deep Foundation,93,8,2919,models/3D_Model_308.obj,"{""vertices"": 931, ""faces"": 1647}"
Loc309,Deep Foundation,65,29,3213,models/3D_Model_309.obj,"{""vertices"": 325, ""faces"": 1079}"
Loc310,Deep Foundation,97,28,1995,models/3D_Model_310.obj,"{""vertices"": 413, ""faces"": 1531}"
Loc311,Shallow Foundation,63,16,3841,models/3D_Model_311.obj,"{""vertices"": 813, ""faces"": 1704}"
Loc312,Deep Foundation,78,47,3914,models/3D_Model_312.obj,"{""vertices"": 516, ""faces"": 1903}"
Loc313,Deep Foundation,83,44,2176,models/3D_Model_313.obj,"{""vertices"": 888, ""faces"": 673}"
Loc314,Deep Foundation,73,9,2294,models/3D_Model_314.obj,"{""vertices"": 968, ""faces"": 1830}"
Loc315,Standard Foundation,66,39,1992,models/3D_Model_315.obj,"{""vertices"": 468, ""faces"": 1078}"
Loc316,Standard Foundation,93,46,3792,models/3D_Model_316.obj,"{""vertices"": 963, ""faces"": 1631}"
Loc317,Shallow Foundation,63,22,3015,models/3D_Model_317.obj,"{""vertices"": 509, ""faces"": 628}"
Loc318,Shallow Foundation,83,37,2091,models/3D_Model_318.obj,"{""vertices"": 994, ""faces"": 1854}"
Loc319,Shallow Foundation,89,48,3074,models/3D_Model_319.obj,"{""vertices"": 980, ""faces"": 788}"
Loc320,Shallow Foundation,69,46,4570,models/3D_Model_320.obj,"{""vertices"": 791, ""faces"": 979}"
Loc321,Deep Foundation,92,11,3215,models/3D_Model_321.obj,"{""vertices"": 317, ""faces"": 1519}"
Loc322,Deep Foundation,99,18,3318,models/3D_Model_322.obj,"{""vertices"": 410, ""faces"": 586}"
Loc323,Shallow Foundation,80,17,2749,models/3D_Model_323.obj,"{""vertices"": 416, ""faces"": 1456}"
Loc324,Standard Foundation,61,19,4693,models/3D_Model_324.obj,"{""vertices"": 362, ""faces"": 1628}"
Loc325,Deep Foundation,53,27,2712,models/3D_Model_325.obj,"{""vertices"": 423, ""faces"": 1276}"
Loc326,Shallow Foundation,75,18,2809,models/3D_Model_326.obj,"{""vertices"": 870, ""faces"": 1876}"
Loc327,Deep Foundation,56,43,1175,models/3D_Model_327.obj,"{""vertices"": 818, ""faces"": 1572}"
Loc328,Standard Foundation,89,12,762,models/3D_Model_328.obj,"{""vertices"": 932, ""faces"": 1493}"
Loc329,Standard Foundation,98,8,3889,models/3D_Model_329.obj,"{""vertices"": 569, ""faces"": 1122}"
Loc330,Standard Foundation,62,26,4784,models/3D_Model_330.obj,"{""vertices"": 959, ""faces"": 1777}"
Loc331,Standard Foundation,67,25,2058,models/3D_Model_331.obj,"{""vertices"": 328, ""faces"": 1036}"
Loc332,Deep Foundation,84,10,3974,models/3D_Model_332.obj,"{""vertices"": 544, ""faces"": 1816}"
Loc333,Deep Foundation,58,37,4264,models/3D_Model_333.obj,"{""vertices"": 324, ""faces"": 1114}"
Loc334,Shallow Foundation,71,42,4937,models/3D_Model_334.obj,"{""vertices"": 442, ""faces"": 709}"
Loc335,Deep Foundation,84,36,4498,models/3D_Model_335.obj,"{""vertices"": 335, ""faces"": 518}"
Loc336,Shallow Foundation,80,18,2782,models/3D_Model_336.obj,"{""vertices"": 958, ""faces"": 1756}"
Loc337,Standard Foundation,71,13,3537,models/3D_Model_337.obj,"{""vertices"": 772, ""faces"": 1124}"
Loc338,Deep Foundation,77,12,4550,models/3D_Model_338.obj,"{""vertices"": 502, ""faces"": 554}"
Loc339,Deep Foundation,94,9,1255,models/3D_Model_339.obj,"{""vertices"": 986, ""faces"": 951}"
Loc340,Shallow Foundation,54,43,2578,models/3D_Model_340.obj,"{""vertices"": 696, ""faces"": 1656}"
Loc341,Deep Foundation,97,10,4332,models/3D_Model_341.obj,"{""vertices"": 446, ""faces"": 1284}"
Loc342,Deep Foundation,83,36,4086,models/3D_Model_342.obj,"{""vertices"": 838, ""faces"": 1441}"
Loc343,Shallow Foundation,94,15,546,models/3D_Model_343.obj,"{""vertices"": 964, ""faces"": 1465}"
Loc344,Standard Foundation,76,30,3221,models/3D_Model_344.obj,"{""vertices"": 605, ""faces"": 516}"
Loc345,Standard Foundation,63,14,2598,models/3D_Model_345.obj,"{""vertices"": 704, ""faces"": 713}"
Loc346,Deep Foundation,76,12,3768,models/3D_Model_346.obj,"{""vertices"": 485, ""faces"": 930}"
Loc347,Standard Foundation,95,20,4521,models/3D_Model_347.obj,"{""vertices"": 845, ""faces"": 532}"
Loc348,Standard Foundation,53,10,1881,models/3D_Model_348.obj,"{""vertices"": 830, ""faces"": 653}"
Loc349,Deep Foundation,57,48,2006,models/3D_Model_349.obj,"{""vertices"": 825, ""faces"": 735}"
Loc350,Standard Foundation,81,7,3405,models/3D_Model_350.obj,"{""vertices"": 487, ""faces"": 1624}"
Loc351,Standard Foundation,90,41,1046,models/3D_Model_351.obj,"{""vertices"": 349, ""faces"": 760}"
Loc352,Deep Foundation,59,48,4538,models/3D_Model_352.obj,"{""vertices"": 494, ""faces"": 840}"
Loc353,Standard Foundation,94,13,3895,models/3D_Model_353.obj,"{""vertices"": 900, ""faces"": 1053}"
Loc354,Deep Foundation,55,42,4063,models/3D_Model_354.obj,"{""vertices"": 469, ""faces"": 696}"
Loc355,Deep Foundation,72,47,4743,models/3D_Model_355.obj,"{""vertices"": 939, ""faces"": 735}"
Loc356,Deep Foundation,69,48,3615,models/3D_Model_356.obj,"{""vertices"": 314, ""faces"": 877}"
Loc357,Deep Foundation,66,46,2301,models/3D_Model_357.obj,"{""vertices"": 822, ""faces"": 1964}"
Loc358,Standard Foundation,59,46,3351,models/3D_Model_358.obj,"{""vertices"": 873, ""faces"": 1098}"
Loc359,Shallow Foundation,83,14,3165,models/3D_Model_359.obj,"{""vertices"": 847, ""faces"": 564}"
Loc360,Standard Foundation,52,42,2012,models/3D_Model_360.obj,"{""vertices"": 513, ""faces"": 1423}"
Loc361,Standard Foundation,58,24,1570,models/3D_Model_361.obj,"{""vertices"": 962, ""faces"": 1275}"
Loc362,Deep Foundation,83,11,4109,models/3D_Model_362.obj,"{""vertices"": 898, ""faces"": 1503}"
Loc363,Standard Foundation,69,5,1644,models/3D_Model_363.obj,"{""vertices"": 443, ""faces"": 608}"
Loc364,Deep Foundation,84,31,4872,models/3D_Model_364.obj,"{""vertices"": 564, ""faces"": 1222}"
Loc365,Standard Foundation,56,43,3144,models/3D_Model_365.obj,"{""vertices"": 400, ""faces"": 1661}"
Loc366,Shallow Foundation,72,37,3588,models/3D_Model_366.obj,"{""vertices"": 852, ""faces"": 1958}"
Loc367,Shallow Foundation,69,43,2635,models/3D_Model_367.obj,"{""vertices"": 748, ""faces"": 1334}"
Loc368,Standard Foundation,59,6,4515,models/3D_Model_368.obj,"{""vertices"": 350, ""faces"": 986}"
Loc369,Standard Foundation,68,24,2178,models/3D_Model_369.obj,"{""vertices"": 981, ""faces"": 696}"
Loc370,Deep Foundation,68,10,836,models/3D_Model_370.obj,"{""vertices"": 622, ""faces"": 1701}"
Loc371,Deep Foundation,94,39,1064,models/3D_Model_371.obj,"{""vertices"": 831, ""faces"": 982}"
Loc372,Shallow Foundation,74,28,4227,models/3D_Model_372.obj,"{""vertices"": 514, ""faces"": 1068}"
Loc373,Shallow Foundation,76,23,2239,models/3D_Model_373.obj,"{""vertices"": 788, ""faces"": 551}"
Loc374,Standard Foundation,50,37,3358,models/3D_Model_374.obj,"{""vertices"": 340, ""faces"": 1902}"
Loc375,Deep Foundation,51,21,3752,models/3D_Model_375.obj,"{""vertices"": 465, ""faces"": 694}"
Loc376,Standard Foundation,75,30,4980,models/3D_Model_376.obj,"{""vertices"": 683, ""faces"": 1897}"
Loc377,Deep Foundation,86,22,4544,models/3D_Model_377.obj,"{""vertices"": 584, ""faces"": 1043}"
Loc378,Deep Foundation,57,27,1884,models/3D_Model_378.obj,"{""vertices"": 649, ""faces"": 743}"
Loc379,Deep Foundation,96,45,2882,models/3D_Model_379.obj,"{""vertices"": 976, ""faces"": 513}"
Loc380,Standard Foundation,81,23,3702,models/3D_Model_380.obj,"{""vertices"": 583, ""faces"": 1536}"
Loc381,Deep Foundation,97,14,1051,models/3D_Model_381.obj,"{""vertices"": 419, ""faces"": 1043}"
Loc382,Shallow Foundation,75,27,3452,models/3D_Model_382.obj,"{""vertices"": 664, ""faces"": 1465}"
Loc383,Shallow Foundation,79,21,4438,models/3D_Model_383.obj,"{""vertices"": 509, ""faces"": 1773}"
Loc384,Deep Foundation,56,42,3753,models/3D_Model_384.obj,"{""vertices"": 843, ""faces"": 1643}"
Loc385,Shallow Foundation,94,28,4831,models/3D_Model_385.obj,"{""vertices"": 915, ""faces"": 876}"
Loc386,Standard Foundation,89,25,4250,models/3D_Model_386.obj,"{""vertices"": 720, ""faces"": 1412}"
Loc387,Standard Foundation,56,43,581,models/3D_Model_387.obj,"{""vertices"": 459, ""faces"": 1403}"
Loc388,Shallow Foundation,73,18,4433,models/3D_Model_388.obj,"{""vertices"": 712, ""faces"": 660}"
Loc389,Standard Foundation,79,46,515,models/3D_Model_389.obj,"{""vertices"": 586, ""faces"": 1852}"
Loc390,Shallow Foundation,58,35,1011,models/3D_Model_390.obj,"{""vertices"": 332, ""faces"": 1147}"
Loc391,Shallow Foundation,85,34,2486,models/3D_Model_391.obj,"{""vertices"": 827, ""faces"": 1779}"
Loc392,Standard Foundation,100,33,2925,models/3D_Model_392.obj,"{""vertices"": 556, ""faces"": 1575}"
Loc393,Deep Foundation,57,33,690,models/3D_Model_393.obj,"{""vertices"": 348, ""faces"": 1693}"
Loc394,Shallow Foundation,67,16,3400,models/3D_Model_394.obj,"{""vertices"": 610, ""faces"": 1517}"
Loc395,Shallow Foundation,97,42,4023,models/3D_Model_395.obj,"{""vertices"": 579, ""faces"": 1572}"
Loc396,Shallow Foundation,88,7,2589,models/3D_Model_396.obj,"{""vertices"": 527, ""faces"": 1356}"
Loc397,Standard Foundation,64,6,3353,models/3D_Model_397.obj,"{""vertices"": 414, ""faces"": 1489}"
Loc398,Shallow Foundation,72,21,2500,models/3D_Model_398.obj,"{""vertices"": 592, ""faces"": 1382}"
Loc399,Shallow Foundation,99,41,3079,models/3D_Model_399.obj,"{""vertices"": 802, ""faces"": 816}"
Loc400,Deep Foundation,74,8,3671,models/3D_Model_400.obj,"{""vertices"": 792, ""faces"": 1364}"
Loc401,Deep Foundation,57,16,3307,models/3D_Model_401.obj,"{""vertices"": 881, ""faces"": 1784}"
Loc402,Shallow Foundation,73,26,4335,models/3D_Model_402.obj,"{""vertices"": 972, ""faces"": 580}"
Loc403,Shallow Foundation,56,17,4065,models/3D_Model_403.obj,"{""vertices"": 934, ""faces"": 912}"
Loc404,Deep Foundation,62,14,2463,models/3D_Model_404.obj,"{""vertices"": 551, ""faces"": 747}"
Loc405,Shallow Foundation,90,18,1056,models/3D_Model_405.obj,"{""vertices"": 525, ""faces"": 623}"
Loc406,Deep Foundation,62,18,3999,models/3D_Model_406.obj,"{""vertices"": 656, ""faces"": 1330}"
Loc407,Shallow Foundation,59,19,1721,models/3D_Model_407.obj,"{""vertices"": 425, ""faces"": 1305}"
Loc408,Deep Foundation,57,19,2155,models/3D_Model_408.obj,"{""vertices"": 497, ""faces"": 1282}"
Loc409,Standard Foundation,63,11,3896,models/3D_Model_409.obj,"{""vertices"": 739, ""faces"": 1359}"
Loc410,Standard Foundation,52,43,4069,models/3D_Model_410.obj,"{""vertices"": 698, ""faces"": 986}"
Loc411,Deep Foundation,59,40,1583,models/3D_Model_411.obj,"{""vertices"": 948, ""faces"": 886}"
Loc412,Standard Foundation,82,19,4824,models/3D_Model_412.obj,"{""vertices"": 358, ""faces"": 1564}"
Loc413,Standard Foundation,62,30,826,models/3D_Model_413.obj,"{""vertices"": 920, ""faces"": 1956}"
Loc414,Shallow Foundation,73,42,2629,models/3D_Model_414.obj,"{""vertices"": 882, ""faces"": 1505}"
Loc415,Standard Foundation,61,39,3121,models/3D_Model_415.obj,"{""vertices"": 664, ""faces"": 783}"
Loc416,Deep Foundation,79,36,1333,models/3D_Model_416.obj,"{""vertices"": 766, ""faces"": 1430}"
Loc417,Shallow Foundation,82,12,2951,models/3D_Model_417.obj,"{""vertices"": 702, ""faces"": 1704}"
Loc418,Standard Foundation,70,18,4112,models/3D_Model_418.obj,"{""vertices"": 544, ""faces"": 1355}"
Loc419,Shallow Foundation,51,5,2729,models/3D_Model_419.obj,"{""vertices"": 945, ""faces"": 1456}"
Loc420,Standard Foundation,76,30,1011,models/3D_Model_420.obj,"{""vertices"": 505, ""faces"": 1767}"
Loc421,Standard Foundation,55,43,1772,models/3D_Model_421.obj,"{""vertices"": 659, ""faces"": 940}"
Loc422,Shallow Foundation,67,21,2678,models/3D_Model_422.obj,"{""vertices"": 862, ""faces"": 1121}"
Loc423,Deep Foundation,99,27,1326,models/3D_Model_423.obj,"{""vertices"": 910, ""faces"": 1859}"
Loc424,Shallow Foundation,50,15,3134,models/3D_Model_424.obj,"{""vertices"": 847, ""faces"": 1305}"
Loc425,Standard Foundation,85,44,3194,models/3D_Model_425.obj,"{""vertices"": 596, ""faces"": 1820}"
Loc426,Deep Foundation,77,36,1255,models/3D_Model_426.obj,"{""vertices"": 460, ""faces"": 1055}"
Loc427,Standard Foundation,78,25,4140,models/3D_Model_427.obj,"{""vertices"": 386, ""faces"": 1223}"
Loc428,Standard Foundation,68,8,4855,models/3D_Model_428.obj,"{""vertices"": 811, ""faces"": 1796}"
Loc429,Standard Foundation,66,32,3851,models/3D_Model_429.obj,"{""vertices"": 337, ""faces"": 1299}"
Loc430,Deep Foundation,98,46,1887,models/3D_Model_430.obj,"{""vertices"": 714, ""faces"": 1167}"
Loc431,Shallow Foundation,82,18,3796,models/3D_Model_431.obj,"{""vertices"": 832, ""faces"": 1174}"
Loc432,Shallow Foundation,64,33,1157,models/3D_Model_432.obj,"{""vertices"": 697, ""faces"": 1143}"
Loc433,Shallow Foundation,98,9,626,models/3D_Model_433.obj,"{""vertices"": 583, ""faces"": 755}"
Loc434,Standard Foundation,52,30,2140,models/3D_Model_434.obj,"{""vertices"": 548, ""faces"": 846}"
Loc435,Standard Foundation,83,23,943,models/3D_Model_435.obj,"{""vertices"": 347, ""faces"": 1529}"
Loc436,Deep Foundation,51,14,1571,models/3D_Model_436.obj,"{""vertices"": 658, ""faces"": 1831}"
Loc437,Deep Foundation,81,41,3551,models/3D_Model_437.obj,"{""vertices"": 807, ""faces"": 1927}"
Loc438,Shallow Foundation,69,38,2557,models/3D_Model_438.obj,"{""vertices"": 365, ""faces"": 918}"
Loc439,Standard Foundation,62,27,1664,models/3D_Model_439.obj,"{""vertices"": 527, ""faces"": 1747}"
Loc440,Shallow Foundation,52,26,586,models/3D_Model_440.obj,"{""vertices"": 958, ""faces"": 1049}"
Loc441,Standard Foundation,70,37,3376,models/3D_Model_441.obj,"{""vertices"": 664, ""faces"": 669}"
Loc442,Shallow Foundation,54,24,3302,models/3D_Model_442.obj,"{""vertices"": 527, ""faces"": 934}"
Loc443,Standard Foundation,61,43,3867,models/3D_Model_443.obj,"{""vertices"": 689, ""faces"": 1681}"
Loc444,Standard Foundation,98,44,2491,models/3D_Model_444.obj,"{""vertices"": 791, ""faces"": 1357}"
Loc445,Shallow Foundation,52,10,3083,models/3D_Model_445.obj,"{""vertices"": 510, ""faces"": 677}"
Loc446,Deep Foundation,51,37,4540,models/3D_Model_446.obj,"{""vertices"": 681, ""faces"": 790}"
Loc447,Shallow Foundation,64,22,3353,models/3D_Model_447.obj,"{""vertices"": 418, ""faces"": 1948}"
Loc448,Shallow Foundation,71,19,3029,models/3D_Model_448.obj,"{""vertices"": 512, ""faces"": 1325}"
Loc449,Shallow Foundation,87,46,2286,models/3D_Model_449.obj,"{""vertices"": 773, ""faces"": 721}"
Loc450,Shallow Foundation,99,44,1587,models/3D_Model_450.obj,"{""vertices"": 902, ""faces"": 1100}"
Loc451,Standard Foundation,79,49,4382,models/3D_Model_451.obj,"{""vertices"": 745, ""faces"": 1408}"
Loc452,Standard Foundation,80,16,799,models/3D_Model_452.obj,"{""vertices"": 358, ""faces"": 1289}"
Loc453,Deep Foundation,87,25,1731,models/3D_Model_453.obj,"{""vertices"": 389, ""faces"": 772}"
Loc454,Standard Foundation,62,48,4139,models/3D_Model_454.obj,"{""vertices"": 732, ""faces"": 1946}"
Loc455,Deep Foundation,78,30,4778,models/3D_Model_455.obj,"{""vertices"": 581, ""faces"": 848}"
Loc456,Deep Foundation,74,10,1544,models/3D_Model_456.obj,"{""vertices"": 904, ""faces"": 1906}"
Loc457,Shallow Foundation,74,6,1886,models/3D_Model_457.obj,"{""vertices"": 566, ""faces"": 746}"
